,content,score,Label,CaseFolding,Cleaning,Tokenizing,Stopword Removal,Stemming,dataset_join
552,"Wish it cost less for premium, but it's almost worth the subscription honestly. I HATE ads in my music, and some days I skip even the songs I love the most. The ""made for you"" lists are almost always on point, with songs I either already love, or brand new faves. Love that the updated ""add to Playlist"" feature FINALLY lets you add a song to many playlists at once; I've been waiting for this update since I started making playlists originally! Still, they're charging about 5$ too much, IMO.",4,Positif,"wish it cost less for premium, but it's almost worth the subscription honestly. i hate ads in my music, and some days i skip even the songs i love the most. the ""made for you"" lists are almost always on point, with songs i either already love, or brand new faves. love that the updated ""add to playlist"" feature finally lets you add a song to many playlists at once; i've been waiting for this update since i started making playlists originally! still, they're charging about 5$ too much, imo.",wish it cost less for premium  but it s almost worth the subscription honestly  i hate ads in my music  and some days i skip even the songs i love the most  the  made for you  lists are almost always on point  with songs i either already love  or brand new faves  love that the updated  add to playlist  feature finally lets you add a song to many playlists at once  i ve been waiting for this update since i started making playlists originally  still  they re charging about  $ too much  imo,"['wish', 'it', 'cost', 'less', 'for', 'premium', 'but', 'it', 's', 'almost', 'worth', 'the', 'subscription', 'honestly', 'i', 'hate', 'ads', 'in', 'my', 'music', 'and', 'some', 'days', 'i', 'skip', 'even', 'the', 'songs', 'i', 'love', 'the', 'most', 'the', 'made', 'for', 'you', 'lists', 'are', 'almost', 'always', 'on', 'point', 'with', 'songs', 'i', 'either', 'already', 'love', 'or', 'brand', 'new', 'faves', 'love', 'that', 'the', 'updated', 'add', 'to', 'playlist', 'feature', 'finally', 'lets', 'you', 'add', 'a', 'song', 'to', 'many', 'playlists', 'at', 'once', 'i', 've', 'been', 'waiting', 'for', 'this', 'update', 'since', 'i', 'started', 'making', 'playlists', 'originally', 'still', 'they', 're', 'charging', 'about', '$', 'too', 'much', 'imo']","['wish', 'cost', 'less', 'premium', 'almost', 'worth', 'subscription', 'honestly', 'hate', 'ads', 'music', 'days', 'skip', 'even', 'songs', 'love', 'made', 'lists', 'almost', 'always', 'point', 'songs', 'either', 'already', 'love', 'brand', 'new', 'faves', 'love', 'updated', 'add', 'playlist', 'feature', 'finally', 'lets', 'add', 'song', 'many', 'playlists', 'waiting', 'update', 'since', 'started', 'making', 'playlists', 'originally', 'still', 'charging', '$', 'much', 'imo']","['wish', 'cost', 'less', 'premium', 'almost', 'worth', 'subscript', 'honestli', 'hate', 'ad', 'music', 'day', 'skip', 'even', 'song', 'love', 'made', 'list', 'almost', 'alway', 'point', 'song', 'either', 'alreadi', 'love', 'brand', 'new', 'fave', 'love', 'updat', 'add', 'playlist', 'featur', 'final', 'let', 'add', 'song', 'mani', 'playlist', 'wait', 'updat', 'sinc', 'start', 'make', 'playlist', 'origin', 'still', 'charg', '$', 'much', 'imo']",wish cost less premium almost worth subscript honestli hate ad music day skip even song love made list almost alway point song either alreadi love brand new fave love updat add playlist featur final let add song mani playlist wait updat sinc start make playlist origin still charg $ much imo
553,Premium Subscription I only use for Podcasts. Since update a few hours ago podcasts are moving out of order in my playlists. The top podcast I am listening to moves to somewhere towards the middle. The podcast that is in that place moves to the top. I am unable to edit the playlist. Received support feedback to update phone reinstall app and restart phone. Did not work.,2,Negatif,premium subscription i only use for podcasts. since update a few hours ago podcasts are moving out of order in my playlists. the top podcast i am listening to moves to somewhere towards the middle. the podcast that is in that place moves to the top. i am unable to edit the playlist. received support feedback to update phone reinstall app and restart phone. did not work.,premium subscription i only use for podcasts  since update a few hours ago podcasts are moving out of order in my playlists  the top podcast i am listening to moves to somewhere towards the middle  the podcast that is in that place moves to the top  i am unable to edit the playlist  received support feedback to update phone reinstall app and restart phone  did not work,"['premium', 'subscription', 'i', 'only', 'use', 'for', 'podcasts', 'since', 'update', 'a', 'few', 'hours', 'ago', 'podcasts', 'are', 'moving', 'out', 'of', 'order', 'in', 'my', 'playlists', 'the', 'top', 'podcast', 'i', 'am', 'listening', 'to', 'moves', 'to', 'somewhere', 'towards', 'the', 'middle', 'the', 'podcast', 'that', 'is', 'in', 'that', 'place', 'moves', 'to', 'the', 'top', 'i', 'am', 'unable', 'to', 'edit', 'the', 'playlist', 'received', 'support', 'feedback', 'to', 'update', 'phone', 'reinstall', 'app', 'and', 'restart', 'phone', 'did', 'not', 'work']","['premium', 'subscription', 'use', 'podcasts', 'since', 'update', 'hours', 'ago', 'podcasts', 'moving', 'order', 'playlists', 'top', 'podcast', 'listening', 'moves', 'somewhere', 'towards', 'middle', 'podcast', 'place', 'moves', 'top', 'unable', 'edit', 'playlist', 'received', 'support', 'feedback', 'update', 'phone', 'reinstall', 'app', 'restart', 'phone', 'work']","['premium', 'subscript', 'use', 'podcast', 'sinc', 'updat', 'hour', 'ago', 'podcast', 'move', 'order', 'playlist', 'top', 'podcast', 'listen', 'move', 'somewher', 'toward', 'middl', 'podcast', 'place', 'move', 'top', 'unabl', 'edit', 'playlist', 'receiv', 'support', 'feedback', 'updat', 'phone', 'reinstal', 'app', 'restart', 'phone', 'work']",premium subscript use podcast sinc updat hour ago podcast move order playlist top podcast listen move somewher toward middl podcast place move top unabl edit playlist receiv support feedback updat phone reinstal app restart phone work
554,"As a podcast player, this app is a bit annoying when trying to listen to a queue of episodes. For such a popular player, I can't believe that they have no way to sort them by oldest to newest on Android, only newest to oldest. Update: for some reason the app is shuffling my ""my episodes"" list even though it isn't an option a user can turn on and off.",2,Negatif,"as a podcast player, this app is a bit annoying when trying to listen to a queue of episodes. for such a popular player, i can't believe that they have no way to sort them by oldest to newest on android, only newest to oldest. update: for some reason the app is shuffling my ""my episodes"" list even though it isn't an option a user can turn on and off.",as a podcast player  this app is a bit annoying when trying to listen to a queue of episodes  for such a popular player  i can t believe that they have no way to sort them by oldest to newest on android  only newest to oldest  update  for some reason the app is shuffling my  my episodes  list even though it isn t an option a user can turn on and off,"['as', 'a', 'podcast', 'player', 'this', 'app', 'is', 'a', 'bit', 'annoying', 'when', 'trying', 'to', 'listen', 'to', 'a', 'queue', 'of', 'episodes', 'for', 'such', 'a', 'popular', 'player', 'i', 'can', 't', 'believe', 'that', 'they', 'have', 'no', 'way', 'to', 'sort', 'them', 'by', 'oldest', 'to', 'newest', 'on', 'android', 'only', 'newest', 'to', 'oldest', 'update', 'for', 'some', 'reason', 'the', 'app', 'is', 'shuffling', 'my', 'my', 'episodes', 'list', 'even', 'though', 'it', 'isn', 't', 'an', 'option', 'a', 'user', 'can', 'turn', 'on', 'and', 'off']","['podcast', 'player', 'app', 'bit', 'annoying', 'trying', 'listen', 'queue', 'episodes', 'popular', 'player', 'believe', 'way', 'sort', 'oldest', 'newest', 'android', 'newest', 'oldest', 'update', 'reason', 'app', 'shuffling', 'episodes', 'list', 'even', 'though', 'option', 'user', 'turn']","['podcast', 'player', 'app', 'bit', 'annoy', 'tri', 'listen', 'queue', 'episod', 'popular', 'player', 'believ', 'way', 'sort', 'oldest', 'newest', 'android', 'newest', 'oldest', 'updat', 'reason', 'app', 'shuffl', 'episod', 'list', 'even', 'though', 'option', 'user', 'turn']",podcast player app bit annoy tri listen queue episod popular player believ way sort oldest newest android newest oldest updat reason app shuffl episod list even though option user turn
555,"Been using Spotify for years and years. Tye selection of content has always been incredible, but the app itself gets worse with each update. Artist radios are getting worse about content, podcasts have gotten miserable to listen to, especially when you're deep into the back catalog. It's they're actively trying to make the user experience worse with each update.",3,Negatif,"been using spotify for years and years. tye selection of content has always been incredible, but the app itself gets worse with each update. artist radios are getting worse about content, podcasts have gotten miserable to listen to, especially when you're deep into the back catalog. it's they're actively trying to make the user experience worse with each update.",been using spotify for years and years  tye selection of content has always been incredible  but the app itself gets worse with each update  artist radios are getting worse about content  podcasts have gotten miserable to listen to  especially when you re deep into the back catalog  it s they re actively trying to make the user experience worse with each update,"['been', 'using', 'spotify', 'for', 'years', 'and', 'years', 'tye', 'selection', 'of', 'content', 'has', 'always', 'been', 'incredible', 'but', 'the', 'app', 'itself', 'gets', 'worse', 'with', 'each', 'update', 'artist', 'radios', 'are', 'getting', 'worse', 'about', 'content', 'podcasts', 'have', 'gotten', 'miserable', 'to', 'listen', 'to', 'especially', 'when', 'you', 're', 'deep', 'into', 'the', 'back', 'catalog', 'it', 's', 'they', 're', 'actively', 'trying', 'to', 'make', 'the', 'user', 'experience', 'worse', 'with', 'each', 'update']","['using', 'spotify', 'years', 'years', 'tye', 'selection', 'content', 'always', 'incredible', 'app', 'gets', 'worse', 'update', 'artist', 'radios', 'getting', 'worse', 'content', 'podcasts', 'gotten', 'miserable', 'listen', 'especially', 'deep', 'back', 'catalog', 'actively', 'trying', 'make', 'user', 'experience', 'worse', 'update']","['use', 'spotifi', 'year', 'year', 'tye', 'select', 'content', 'alway', 'incred', 'app', 'get', 'wors', 'updat', 'artist', 'radio', 'get', 'wors', 'content', 'podcast', 'gotten', 'miser', 'listen', 'especi', 'deep', 'back', 'catalog', 'activ', 'tri', 'make', 'user', 'experi', 'wors', 'updat']",use spotifi year year tye select content alway incred app get wors updat artist radio get wors content podcast gotten miser listen especi deep back catalog activ tri make user experi wors updat
556,"This was awful, the sound quality sucks and I keep getting random songs added to the Playlist. At first I was able to skip songs and search songs up as I wished, but then it suddenly kept giving me so many ads and only gives me 6 skips an hour. I can't even look up songs anymore, only with premium you can search for songs, which makes it pointless. This was dissapointing and I don't quite understand why anyone would choose to pay for Spotify. 0/10, don't waste your time.",1,Negatif,"this was awful, the sound quality sucks and i keep getting random songs added to the playlist. at first i was able to skip songs and search songs up as i wished, but then it suddenly kept giving me so many ads and only gives me 6 skips an hour. i can't even look up songs anymore, only with premium you can search for songs, which makes it pointless. this was dissapointing and i don't quite understand why anyone would choose to pay for spotify. 0/10, don't waste your time.",this was awful  the sound quality sucks and i keep getting random songs added to the playlist  at first i was able to skip songs and search songs up as i wished  but then it suddenly kept giving me so many ads and only gives me skips an hour  i can t even look up songs anymore  only with premium you can search for songs  which makes it pointless  this was dissapointing and i don t quite understand why anyone would choose to pay for spotify don t waste your time,"['this', 'was', 'awful', 'the', 'sound', 'quality', 'sucks', 'and', 'i', 'keep', 'getting', 'random', 'songs', 'added', 'to', 'the', 'playlist', 'at', 'first', 'i', 'was', 'able', 'to', 'skip', 'songs', 'and', 'search', 'songs', 'up', 'as', 'i', 'wished', 'but', 'then', 'it', 'suddenly', 'kept', 'giving', 'me', 'so', 'many', 'ads', 'and', 'only', 'gives', 'me', 'skips', 'an', 'hour', 'i', 'can', 't', 'even', 'look', 'up', 'songs', 'anymore', 'only', 'with', 'premium', 'you', 'can', 'search', 'for', 'songs', 'which', 'makes', 'it', 'pointless', 'this', 'was', 'dissapointing', 'and', 'i', 'don', 't', 'quite', 'understand', 'why', 'anyone', 'would', 'choose', 'to', 'pay', 'for', 'spotify', 'don', 't', 'waste', 'your', 'time']","['awful', 'sound', 'quality', 'sucks', 'keep', 'getting', 'random', 'songs', 'added', 'playlist', 'first', 'able', 'skip', 'songs', 'search', 'songs', 'wished', 'suddenly', 'kept', 'giving', 'many', 'ads', 'gives', 'skips', 'hour', 'even', 'look', 'songs', 'anymore', 'premium', 'search', 'songs', 'makes', 'pointless', 'dissapointing', 'quite', 'understand', 'anyone', 'would', 'choose', 'pay', 'spotify', 'waste', 'time']","['aw', 'sound', 'qualiti', 'suck', 'keep', 'get', 'random', 'song', 'ad', 'playlist', 'first', 'abl', 'skip', 'song', 'search', 'song', 'wish', 'suddenli', 'kept', 'give', 'mani', 'ad', 'give', 'skip', 'hour', 'even', 'look', 'song', 'anymor', 'premium', 'search', 'song', 'make', 'pointless', 'dissapoint', 'quit', 'understand', 'anyon', 'would', 'choos', 'pay', 'spotifi', 'wast', 'time']",aw sound qualiti suck keep get random song ad playlist first abl skip song search song wish suddenli kept give mani ad give skip hour even look song anymor premium search song make pointless dissapoint quit understand anyon would choos pay spotifi wast time
557,"The radio algorithm is repetitive. Adding to a que is clunky and ineffective. There's no ""play next"" button. You can't add a whole album to a que and it stay in order. You can't cue up multiple albums and them stay in order. I hat this program, but Google Music shutdown and this is slightly better than YouTube Music. Anyone have a good option out there? Edit: the longer I use this, the more I hate it. It's so clunky. Edit: with every update the app gets worse...",1,Negatif,"the radio algorithm is repetitive. adding to a que is clunky and ineffective. there's no ""play next"" button. you can't add a whole album to a que and it stay in order. you can't cue up multiple albums and them stay in order. i hat this program, but google music shutdown and this is slightly better than youtube music. anyone have a good option out there? edit: the longer i use this, the more i hate it. it's so clunky. edit: with every update the app gets worse...",the radio algorithm is repetitive  adding to a que is clunky and ineffective  there s no  play next  button  you can t add a whole album to a que and it stay in order  you can t cue up multiple albums and them stay in order  i hat this program  but google music shutdown and this is slightly better than youtube music  anyone have a good option out there  edit  the longer i use this  the more i hate it  it s so clunky  edit  with every update the app gets worse,"['the', 'radio', 'algorithm', 'is', 'repetitive', 'adding', 'to', 'a', 'que', 'is', 'clunky', 'and', 'ineffective', 'there', 's', 'no', 'play', 'next', 'button', 'you', 'can', 't', 'add', 'a', 'whole', 'album', 'to', 'a', 'que', 'and', 'it', 'stay', 'in', 'order', 'you', 'can', 't', 'cue', 'up', 'multiple', 'albums', 'and', 'them', 'stay', 'in', 'order', 'i', 'hat', 'this', 'program', 'but', 'google', 'music', 'shutdown', 'and', 'this', 'is', 'slightly', 'better', 'than', 'youtube', 'music', 'anyone', 'have', 'a', 'good', 'option', 'out', 'there', 'edit', 'the', 'longer', 'i', 'use', 'this', 'the', 'more', 'i', 'hate', 'it', 'it', 's', 'so', 'clunky', 'edit', 'with', 'every', 'update', 'the', 'app', 'gets', 'worse']","['radio', 'algorithm', 'repetitive', 'adding', 'que', 'clunky', 'ineffective', 'play', 'next', 'button', 'add', 'whole', 'album', 'que', 'stay', 'order', 'cue', 'multiple', 'albums', 'stay', 'order', 'hat', 'program', 'google', 'music', 'shutdown', 'slightly', 'better', 'youtube', 'music', 'anyone', 'good', 'option', 'edit', 'longer', 'use', 'hate', 'clunky', 'edit', 'every', 'update', 'app', 'gets', 'worse']","['radio', 'algorithm', 'repetit', 'ad', 'que', 'clunki', 'ineffect', 'play', 'next', 'button', 'add', 'whole', 'album', 'que', 'stay', 'order', 'cue', 'multipl', 'album', 'stay', 'order', 'hat', 'program', 'googl', 'music', 'shutdown', 'slightli', 'better', 'youtub', 'music', 'anyon', 'good', 'option', 'edit', 'longer', 'use', 'hate', 'clunki', 'edit', 'everi', 'updat', 'app', 'get', 'wors']",radio algorithm repetit ad que clunki ineffect play next button add whole album que stay order cue multipl album stay order hat program googl music shutdown slightli better youtub music anyon good option edit longer use hate clunki edit everi updat app get wors
558,"The newest update is glitched. It switches where the first song in the playlist is with another song in the playlist. There's no way to fix it, because if you change the order of the songs back to normal on mobile, then the songs get reversed on desktop. Please fix it so that the order of songs on my playlists is consistent and normal on all devices.",2,Negatif,"the newest update is glitched. it switches where the first song in the playlist is with another song in the playlist. there's no way to fix it, because if you change the order of the songs back to normal on mobile, then the songs get reversed on desktop. please fix it so that the order of songs on my playlists is consistent and normal on all devices.",the newest update is glitched  it switches where the first song in the playlist is with another song in the playlist  there s no way to fix it  because if you change the order of the songs back to normal on mobile  then the songs get reversed on desktop  please fix it so that the order of songs on my playlists is consistent and normal on all devices,"['the', 'newest', 'update', 'is', 'glitched', 'it', 'switches', 'where', 'the', 'first', 'song', 'in', 'the', 'playlist', 'is', 'with', 'another', 'song', 'in', 'the', 'playlist', 'there', 's', 'no', 'way', 'to', 'fix', 'it', 'because', 'if', 'you', 'change', 'the', 'order', 'of', 'the', 'songs', 'back', 'to', 'normal', 'on', 'mobile', 'then', 'the', 'songs', 'get', 'reversed', 'on', 'desktop', 'please', 'fix', 'it', 'so', 'that', 'the', 'order', 'of', 'songs', 'on', 'my', 'playlists', 'is', 'consistent', 'and', 'normal', 'on', 'all', 'devices']","['newest', 'update', 'glitched', 'switches', 'first', 'song', 'playlist', 'another', 'song', 'playlist', 'way', 'fix', 'change', 'order', 'songs', 'back', 'normal', 'mobile', 'songs', 'get', 'reversed', 'desktop', 'please', 'fix', 'order', 'songs', 'playlists', 'consistent', 'normal', 'devices']","['newest', 'updat', 'glitch', 'switch', 'first', 'song', 'playlist', 'anoth', 'song', 'playlist', 'way', 'fix', 'chang', 'order', 'song', 'back', 'normal', 'mobil', 'song', 'get', 'revers', 'desktop', 'pleas', 'fix', 'order', 'song', 'playlist', 'consist', 'normal', 'devic']",newest updat glitch switch first song playlist anoth song playlist way fix chang order song back normal mobil song get revers desktop pleas fix order song playlist consist normal devic
559,"Spotify used to be so much better. We need old spotify back. It just randomly shuffles my playlist, it wasn't like this at all. Hopefully creators will make it better or back to how it was. Then also I kept using it because it had a variety of musics, why making it so premium? The adds just come up after 2-3 songs everytime. So annoying. Podcasts are great, no doubt but lessen the adds. Hopefully creators will pay attention to this, there is so much more to say.",1,Negatif,"spotify used to be so much better. we need old spotify back. it just randomly shuffles my playlist, it wasn't like this at all. hopefully creators will make it better or back to how it was. then also i kept using it because it had a variety of musics, why making it so premium? the adds just come up after 2-3 songs everytime. so annoying. podcasts are great, no doubt but lessen the adds. hopefully creators will pay attention to this, there is so much more to say.",spotify used to be so much better  we need old spotify back  it just randomly shuffles my playlist  it wasn t like this at all  hopefully creators will make it better or back to how it was  then also i kept using it because it had a variety of musics  why making it so premium  the adds just come up after songs everytime  so annoying  podcasts are great  no doubt but lessen the adds  hopefully creators will pay attention to this  there is so much more to say,"['spotify', 'used', 'to', 'be', 'so', 'much', 'better', 'we', 'need', 'old', 'spotify', 'back', 'it', 'just', 'randomly', 'shuffles', 'my', 'playlist', 'it', 'wasn', 't', 'like', 'this', 'at', 'all', 'hopefully', 'creators', 'will', 'make', 'it', 'better', 'or', 'back', 'to', 'how', 'it', 'was', 'then', 'also', 'i', 'kept', 'using', 'it', 'because', 'it', 'had', 'a', 'variety', 'of', 'musics', 'why', 'making', 'it', 'so', 'premium', 'the', 'adds', 'just', 'come', 'up', 'after', 'songs', 'everytime', 'so', 'annoying', 'podcasts', 'are', 'great', 'no', 'doubt', 'but', 'lessen', 'the', 'adds', 'hopefully', 'creators', 'will', 'pay', 'attention', 'to', 'this', 'there', 'is', 'so', 'much', 'more', 'to', 'say']","['spotify', 'used', 'much', 'better', 'need', 'old', 'spotify', 'back', 'randomly', 'shuffles', 'playlist', 'like', 'hopefully', 'creators', 'make', 'better', 'back', 'also', 'kept', 'using', 'variety', 'musics', 'making', 'premium', 'adds', 'come', 'songs', 'everytime', 'annoying', 'podcasts', 'great', 'doubt', 'lessen', 'adds', 'hopefully', 'creators', 'pay', 'attention', 'much', 'say']","['spotifi', 'use', 'much', 'better', 'need', 'old', 'spotifi', 'back', 'randomli', 'shuffl', 'playlist', 'like', 'hope', 'creator', 'make', 'better', 'back', 'also', 'kept', 'use', 'varieti', 'music', 'make', 'premium', 'add', 'come', 'song', 'everytim', 'annoy', 'podcast', 'great', 'doubt', 'lessen', 'add', 'hope', 'creator', 'pay', 'attent', 'much', 'say']",spotifi use much better need old spotifi back randomli shuffl playlist like hope creator make better back also kept use varieti music make premium add come song everytim annoy podcast great doubt lessen add hope creator pay attent much say
560,"I have listened to music on this app for so long. But the new features are ridiculous. I understand that you want users to buy subscription,so you auto-shuffle the list. But this smart shuffle doesn't even play songs from a playlist when it is specifically asked to do so. Now Spotify is irritating. I took a week-subscription and was disappointed with the experience. I was told that I got 14 days subscription but the download list disappeared in a week. Will switch apps soon",2,Negatif,"i have listened to music on this app for so long. but the new features are ridiculous. i understand that you want users to buy subscription,so you auto-shuffle the list. but this smart shuffle doesn't even play songs from a playlist when it is specifically asked to do so. now spotify is irritating. i took a week-subscription and was disappointed with the experience. i was told that i got 14 days subscription but the download list disappeared in a week. will switch apps soon",i have listened to music on this app for so long  but the new features are ridiculous  i understand that you want users to buy subscription so you auto shuffle the list  but this smart shuffle doesn t even play songs from a playlist when it is specifically asked to do so  now spotify is irritating  i took a week subscription and was disappointed with the experience  i was told that i got days subscription but the download list disappeared in a week  will switch apps soon,"['i', 'have', 'listened', 'to', 'music', 'on', 'this', 'app', 'for', 'so', 'long', 'but', 'the', 'new', 'features', 'are', 'ridiculous', 'i', 'understand', 'that', 'you', 'want', 'users', 'to', 'buy', 'subscription', 'so', 'you', 'auto', 'shuffle', 'the', 'list', 'but', 'this', 'smart', 'shuffle', 'doesn', 't', 'even', 'play', 'songs', 'from', 'a', 'playlist', 'when', 'it', 'is', 'specifically', 'asked', 'to', 'do', 'so', 'now', 'spotify', 'is', 'irritating', 'i', 'took', 'a', 'week', 'subscription', 'and', 'was', 'disappointed', 'with', 'the', 'experience', 'i', 'was', 'told', 'that', 'i', 'got', 'days', 'subscription', 'but', 'the', 'download', 'list', 'disappeared', 'in', 'a', 'week', 'will', 'switch', 'apps', 'soon']","['listened', 'music', 'app', 'long', 'new', 'features', 'ridiculous', 'understand', 'want', 'users', 'buy', 'subscription', 'auto', 'shuffle', 'list', 'smart', 'shuffle', 'even', 'play', 'songs', 'playlist', 'specifically', 'asked', 'spotify', 'irritating', 'took', 'week', 'subscription', 'disappointed', 'experience', 'told', 'got', 'days', 'subscription', 'download', 'list', 'disappeared', 'week', 'switch', 'apps', 'soon']","['listen', 'music', 'app', 'long', 'new', 'featur', 'ridicul', 'understand', 'want', 'user', 'buy', 'subscript', 'auto', 'shuffl', 'list', 'smart', 'shuffl', 'even', 'play', 'song', 'playlist', 'specif', 'ask', 'spotifi', 'irrit', 'took', 'week', 'subscript', 'disappoint', 'experi', 'told', 'got', 'day', 'subscript', 'download', 'list', 'disappear', 'week', 'switch', 'app', 'soon']",listen music app long new featur ridicul understand want user buy subscript auto shuffl list smart shuffl even play song playlist specif ask spotifi irrit took week subscript disappoint experi told got day subscript download list disappear week switch app soon
561,"It's a very good app! I do have one thing wrong with it. There's way to much ads! Even after it says ""we'll give you a 30 minute break of ads!"" It doesn't. And sometimes it plays a ad in the middle of a song witch is confusing cause it's not supposed to do that. I just exit out of the app and re open it when there's an ad. It really helps!",4,Positif,"it's a very good app! i do have one thing wrong with it. there's way to much ads! even after it says ""we'll give you a 30 minute break of ads!"" it doesn't. and sometimes it plays a ad in the middle of a song witch is confusing cause it's not supposed to do that. i just exit out of the app and re open it when there's an ad. it really helps!",it s a very good app  i do have one thing wrong with it  there s way to much ads  even after it says  we ll give you a minute break of ads it doesn t  and sometimes it plays a ad in the middle of a song witch is confusing cause it s not supposed to do that  i just exit out of the app and re open it when there s an ad  it really helps,"['it', 's', 'a', 'very', 'good', 'app', 'i', 'do', 'have', 'one', 'thing', 'wrong', 'with', 'it', 'there', 's', 'way', 'to', 'much', 'ads', 'even', 'after', 'it', 'says', 'we', 'll', 'give', 'you', 'a', 'minute', 'break', 'of', 'ads', 'it', 'doesn', 't', 'and', 'sometimes', 'it', 'plays', 'a', 'ad', 'in', 'the', 'middle', 'of', 'a', 'song', 'witch', 'is', 'confusing', 'cause', 'it', 's', 'not', 'supposed', 'to', 'do', 'that', 'i', 'just', 'exit', 'out', 'of', 'the', 'app', 'and', 're', 'open', 'it', 'when', 'there', 's', 'an', 'ad', 'it', 'really', 'helps']","['good', 'app', 'one', 'thing', 'wrong', 'way', 'much', 'ads', 'even', 'says', 'give', 'minute', 'break', 'ads', 'sometimes', 'plays', 'ad', 'middle', 'song', 'witch', 'confusing', 'cause', 'supposed', 'exit', 'app', 'open', 'ad', 'really', 'helps']","['good', 'app', 'one', 'thing', 'wrong', 'way', 'much', 'ad', 'even', 'say', 'give', 'minut', 'break', 'ad', 'sometim', 'play', 'ad', 'middl', 'song', 'witch', 'confus', 'caus', 'suppos', 'exit', 'app', 'open', 'ad', 'realli', 'help']",good app one thing wrong way much ad even say give minut break ad sometim play ad middl song witch confus caus suppos exit app open ad realli help
562,"wish i could give this app a negative rating. ive been using spotify for years now and i loved it because of its interface and large variety in music. unfortunately the app has put even the most basic features like looping and rewinding songs behind a paywall. definitely not good marketing, pretty sure many people wouldn't want to pay for the bare minimum.",1,Negatif,"wish i could give this app a negative rating. ive been using spotify for years now and i loved it because of its interface and large variety in music. unfortunately the app has put even the most basic features like looping and rewinding songs behind a paywall. definitely not good marketing, pretty sure many people wouldn't want to pay for the bare minimum.",wish i could give this app a negative rating  ive been using spotify for years now and i loved it because of its interface and large variety in music  unfortunately the app has put even the most basic features like looping and rewinding songs behind a paywall  definitely not good marketing  pretty sure many people wouldn t want to pay for the bare minimum,"['wish', 'i', 'could', 'give', 'this', 'app', 'a', 'negative', 'rating', 'ive', 'been', 'using', 'spotify', 'for', 'years', 'now', 'and', 'i', 'loved', 'it', 'because', 'of', 'its', 'interface', 'and', 'large', 'variety', 'in', 'music', 'unfortunately', 'the', 'app', 'has', 'put', 'even', 'the', 'most', 'basic', 'features', 'like', 'looping', 'and', 'rewinding', 'songs', 'behind', 'a', 'paywall', 'definitely', 'not', 'good', 'marketing', 'pretty', 'sure', 'many', 'people', 'wouldn', 't', 'want', 'to', 'pay', 'for', 'the', 'bare', 'minimum']","['wish', 'could', 'give', 'app', 'negative', 'rating', 'ive', 'using', 'spotify', 'years', 'loved', 'interface', 'large', 'variety', 'music', 'unfortunately', 'app', 'put', 'even', 'basic', 'features', 'like', 'looping', 'rewinding', 'songs', 'behind', 'paywall', 'definitely', 'good', 'marketing', 'pretty', 'sure', 'many', 'people', 'want', 'pay', 'bare', 'minimum']","['wish', 'could', 'give', 'app', 'neg', 'rate', 'ive', 'use', 'spotifi', 'year', 'love', 'interfac', 'larg', 'varieti', 'music', 'unfortun', 'app', 'put', 'even', 'basic', 'featur', 'like', 'loop', 'rewind', 'song', 'behind', 'paywal', 'definit', 'good', 'market', 'pretti', 'sure', 'mani', 'peopl', 'want', 'pay', 'bare', 'minimum']",wish could give app neg rate ive use spotifi year love interfac larg varieti music unfortun app put even basic featur like loop rewind song behind paywal definit good market pretti sure mani peopl want pay bare minimum
